index,trans_date_trans_time,cc_num,device_os,merchant,amt,trans_num,unix_time,is_fraud
5576,2023-05-02 04:01:35,4949297680524476,Linux,Merchant_93,325.44,TRANS_780991,1683000095,0
4186,2023-05-02 04:58:00,9429858771279832,macOS,Merchant_53,65.03,TRANS_540220,1683003480,0
4876,2023-05-02 05:25:20,9879956442296963,nan,Merchant_89,300.87,TRANS_503604,1683005120,0
82,2023-05-02 05:26:31,3433292761565462,nan,Merchant_75,166.12,TRANS_931801,1683005191,0
128,2023-05-02 05:51:51,6501247939378397,nan,Merchant_11,4.47,TRANS_820952,1683006711,0
2030,2023-05-02 06:37:42,9883663871574738,other,Merchant_89,99.85,TRANS_749292,1683009462,0
1010,2023-05-02 06:51:47,4302860476253417,Windows,Merchant_47,111.38,TRANS_448324,1683010307,0
4145,2023-05-02 07:05:37,8259337159266047,macOS,Merchant_54,325.24,TRANS_203511,1683011137,0
1727,2023-05-02 08:30:39,3048628034282915,nan,Merchant_97,498.35,TRANS_724528,1683016239,0
68,2023-05-02 08:42:31,1436829912018823,Windows,Merchant_21,38.2,TRANS_102120,1683016951,0
8509,2023-05-02 10:19:43,6245252421892612,nan,Merchant_86,144.68,TRANS_126009,1683022783,0
8701,2023-05-02 10:46:26,2028820161461032,nan,Merchant_100,414.36,TRANS_948635,1683024386,0
6316,2023-05-02 11:03:44,5689214937905290,Windows,Merchant_46,362.04,TRANS_735251,1683025424,0
1215,2023-05-02 11:20:10,9041628499938737,nan,Merchant_49,111.16,TRANS_900006,1683026410,0
1131,2023-05-02 13:31:03,9220393228789837,macOS,Merchant_84,248.44,TRANS_308011,1683034263,0
2650,2023-05-02 14:24:00,3464302924622681,nan,Merchant_42,105.23,TRANS_744252,1683037440,0
544,2023-05-02 14:39:18,7194579481126091,nan,Merchant_1,309.45,TRANS_266401,1683038358,0
6148,2023-05-02 15:55:42,9335927815448227,nan,Merchant_29,312.92,TRANS_622924,1683042942,0
6241,2023-05-02 16:42:20,2911549912927057,nan,Merchant_8,48.33,TRANS_570832,1683045740,0
3056,2023-05-02 16:52:53,8895717573877837,nan,Merchant_41,302.21,TRANS_319653,1683046373,0
417,2023-05-02 18:20:01,2922323234916060,nan,Merchant_62,165.0,TRANS_564234,1683051601,0
8822,2023-05-02 19:59:45,4303219970471381,Linux,Merchant_70,64.46,TRANS_816426,1683057585,0
8749,2023-05-02 20:01:09,7966357354272468,X11,Merchant_74,51.41,TRANS_136704,1683057669,0
7689,2023-05-02 20:09:40,6726872814611978,nan,Merchant_73,419.08,TRANS_930054,1683058180,0
7306,2023-05-02 20:59:13,5175214580807676,X11,Merchant_28,416.66,TRANS_633138,1683061153,0
7174,2023-05-03 00:29:55,3655892194803886,nan,Merchant_45,49.31,TRANS_861835,1683073795,1
1091,2023-05-03 01:15:05,9459438626166167,nan,Merchant_10,325.17,TRANS_763189,1683076505,0
7147,2023-05-03 04:46:18,8180612965658657,nan,Merchant_65,110.31,TRANS_907146,1683089178,0
4649,2023-05-03 05:30:59,2923383360836086,Linux,Merchant_16,85.26,TRANS_653619,1683091859,0
276,2023-05-03 05:35:04,9909505812609127,nan,Merchant_93,399.35,TRANS_215567,1683092104,0
3206,2023-05-03 06:05:01,1847998947314140,nan,Merchant_49,429.52,TRANS_145974,1683093901,0
7161,2023-05-03 13:23:36,5164246956163894,nan,Merchant_35,206.06,TRANS_187649,1683120216,0
5059,2023-05-03 15:12:50,4179794986833466,nan,Merchant_25,174.15,TRANS_828137,1683126770,0
1073,2023-05-03 15:24:07,5258736585882790,nan,Merchant_93,9.92,TRANS_189974,1683127447,0
3068,2023-05-03 15:47:49,1217225462219229,other,Merchant_91,126.2,TRANS_221143,1683128869,0
8692,2023-05-03 16:23:58,6965985894431467,other,Merchant_18,132.64,TRANS_995890,1683131038,0
838,2023-05-03 17:20:49,7988462591684001,other,Merchant_19,290.71,TRANS_568677,1683134449,0
7873,2023-05-03 17:41:04,4399781539604622,nan,Merchant_31,446.15,TRANS_923054,1683135664,0
2364,2023-05-03 20:05:01,9589825786465336,nan,Merchant_91,289.02,TRANS_320994,1683144301,0
9482,2023-05-03 20:15:13,6793188173365978,macOS,Merchant_10,307.48,TRANS_453772,1683144913,0
5585,2023-05-03 21:19:27,9953660435726429,other,Merchant_64,28.5,TRANS_401473,1683148767,0
5753,2023-05-03 22:30:27,2669723414467567,nan,Merchant_83,390.57,TRANS_192057,1683153027,0
7143,2023-05-03 23:19:58,1933955673404714,nan,Merchant_4,133.14,TRANS_539618,1683155998,0
9420,2023-05-03 23:25:38,5516442848951216,nan,Merchant_10,462.25,TRANS_914427,1683156338,0
3942,2023-05-04 00:57:29,9116833540864362,nan,Merchant_33,42.98,TRANS_132687,1683161849,0
5996,2023-05-04 01:32:54,2609818459278771,macOS,Merchant_24,252.11,TRANS_152822,1683163974,0
7152,2023-05-04 02:05:45,8664856050655059,Windows,Merchant_92,481.22,TRANS_580228,1683165945,0
2361,2023-05-04 02:35:48,1784884950003325,nan,Merchant_24,211.6,TRANS_707701,1683167748,0
4654,2023-05-04 05:29:32,8073542098345446,nan,Merchant_2,192.32,TRANS_249852,1683178172,0
9156,2023-05-04 07:04:16,9308380113332358,nan,Merchant_66,466.39,TRANS_893596,1683183856,0
6951,2023-05-04 10:55:58,2905823510254132,nan,Merchant_11,237.41,TRANS_105241,1683197758,0
1301,2023-05-04 11:31:38,7401462747166641,Linux,Merchant_22,468.17,TRANS_314548,1683199898,0
3405,2023-05-04 12:31:19,7982386481132263,nan,Merchant_34,403.53,TRANS_878403,1683203479,0
7049,2023-05-04 13:42:51,3612846337268390,macOS,Merchant_97,244.05,TRANS_763743,1683207771,0
7017,2023-05-04 15:32:17,5935901952811941,nan,Merchant_73,40.19,TRANS_566063,1683214337,0
1074,2023-05-04 15:40:38,9297402512388457,macOS,Merchant_92,493.87,TRANS_437443,1683214838,0
3819,2023-05-04 17:25:12,2753992261994337,macOS,Merchant_8,239.2,TRANS_704789,1683221112,0
5998,2023-05-04 17:35:05,9548426443036454,nan,Merchant_5,243.16,TRANS_820814,1683221705,0
54,2023-05-04 18:05:05,1197876871273321,other,Merchant_27,299.35,TRANS_718755,1683223505,0
1965,2023-05-04 18:09:27,6008473449492046,Linux,Merchant_27,294.3,TRANS_448721,1683223767,0
9472,2023-05-04 18:11:57,9208657129036710,nan,Merchant_97,442.11,TRANS_798672,1683223917,0
6202,2023-05-04 18:50:49,4492355410281803,nan,Merchant_23,460.1,TRANS_731545,1683226249,0
890,2023-05-04 18:53:54,3266569580059821,nan,Merchant_89,361.41,TRANS_552959,1683226434,0
7804,2023-05-04 19:03:45,6552319973236466,other,Merchant_84,58.54,TRANS_808465,1683227025,0
6808,2023-05-04 20:38:07,5720410738413993,nan,Merchant_10,167.52,TRANS_155130,1683232687,0
5089,2023-05-04 21:52:58,9208657129036710,X11,Merchant_60,60.49,TRANS_347514,1683237178,0
2230,2023-05-04 23:43:37,7473700433498550,macOS,Merchant_76,371.85,TRANS_795798,1683243817,0
1827,2023-05-05 00:02:37,8926858464803278,nan,Merchant_99,484.28,TRANS_335003,1683244957,0
4991,2023-05-05 00:54:39,6650594478051972,macOS,Merchant_19,287.21,TRANS_609688,1683248079,0
707,2023-05-05 01:36:44,3113326356254024,nan,Merchant_20,405.13,TRANS_821776,1683250604,0
1521,2023-05-05 01:43:56,5106293598927296,nan,Merchant_48,467.28,TRANS_560144,1683251036,1
170,2023-05-05 04:41:44,6043914128567345,nan,Merchant_13,339.1,TRANS_590097,1683261704,0
4763,2023-05-05 05:20:46,2639919716806045,nan,Merchant_41,125.05,TRANS_318271,1683264046,0
9581,2023-05-05 06:28:41,3515908040765812,nan,Merchant_66,274.26,TRANS_952338,1683268121,0
931,2023-05-05 10:24:17,2795820813047956,nan,Merchant_81,417.63,TRANS_722915,1683282257,0
1695,2023-05-05 10:49:29,1864334981381032,Windows,Merchant_60,35.02,TRANS_699932,1683283769,0
7008,2023-05-05 11:43:36,3315150391966060,nan,Merchant_12,121.38,TRANS_372784,1683287016,0
7097,2023-05-05 11:45:12,4069244027367014,nan,Merchant_21,22.79,TRANS_119861,1683287112,0
6060,2023-05-05 13:48:45,9945246744239707,nan,Merchant_24,202.36,TRANS_913949,1683294525,0
3282,2023-05-05 15:02:58,7223774777137959,nan,Merchant_3,427.63,TRANS_701216,1683298978,0
4671,2023-05-05 15:13:16,3265698529432098,nan,Merchant_18,439.76,TRANS_776451,1683299596,0
5506,2023-05-05 15:51:13,2046819720795596,X11,Merchant_64,252.56,TRANS_149561,1683301873,0
8730,2023-05-05 18:17:26,8788888116037393,Windows,Merchant_58,88.87,TRANS_930207,1683310646,0
4940,2023-05-05 18:31:14,5742181981814420,nan,Merchant_56,171.58,TRANS_611092,1683311474,0
9704,2023-05-05 19:45:00,8743665645326677,nan,Merchant_48,173.71,TRANS_183430,1683315900,0
1934,2023-05-05 19:59:09,1670136576727002,nan,Merchant_42,338.56,TRANS_838466,1683316749,0
7263,2023-05-05 20:50:46,4202427276329597,other,Merchant_98,1.2,TRANS_564587,1683319846,0
9531,2023-05-05 22:44:04,3444711143676652,Windows,Merchant_63,466.77,TRANS_407601,1683326644,0
4592,2023-05-05 22:51:03,6682694731668292,nan,Merchant_18,252.72,TRANS_971077,1683327063,0
7351,2023-05-05 22:54:16,8578473389283262,nan,Merchant_33,22.06,TRANS_503328,1683327256,0
7036,2023-05-06 00:40:48,4123241950877296,nan,Merchant_39,133.22,TRANS_840798,1683333648,0
9770,2023-05-06 00:55:39,2938871353342013,Windows,Merchant_11,383.25,TRANS_228138,1683334539,0
233,2023-05-06 02:17:56,2817868126442547,nan,Merchant_54,246.77,TRANS_391022,1683339476,0
1125,2023-05-06 04:00:59,1076831322882711,X11,Merchant_88,275.88,TRANS_791252,1683345659,0
4526,2023-05-06 04:43:35,2639919716806045,nan,Merchant_33,375.18,TRANS_707514,1683348215,0
2851,2023-05-06 04:48:48,1460873591138836,nan,Merchant_81,120.96,TRANS_118519,1683348528,0
25,2023-05-06 05:29:24,2823728314429617,other,Merchant_83,392.8,TRANS_437329,1683350964,0
5157,2023-05-06 06:45:12,2383259060223102,nan,Merchant_18,378.47,TRANS_417543,1683355512,0
8301,2023-05-06 06:56:10,3954933585918539,other,Merchant_96,130.26,TRANS_391452,1683356170,0
8163,2023-05-06 07:42:55,4205683811569523,nan,Merchant_27,240.99,TRANS_289658,1683358975,0
4710,2023-05-06 07:44:45,6188146819318384,nan,Merchant_3,210.07,TRANS_207594,1683359085,0
8375,2023-05-06 08:05:18,4865978440961436,nan,Merchant_30,194.68,TRANS_647673,1683360318,0
4708,2023-05-06 08:51:47,8565533170763137,nan,Merchant_37,410.31,TRANS_517441,1683363107,0
4152,2023-05-06 09:08:38,6874874542906521,other,Merchant_70,356.36,TRANS_534542,1683364118,0
2620,2023-05-06 09:29:31,9031125386647346,Windows,Merchant_99,394.68,TRANS_134203,1683365371,0
8292,2023-05-06 11:04:02,7821963539114156,nan,Merchant_67,36.39,TRANS_152311,1683371042,0
9135,2023-05-06 11:04:29,3954933585918539,nan,Merchant_89,276.56,TRANS_192354,1683371069,0
7328,2023-05-06 11:20:44,5258736585882790,nan,Merchant_68,95.38,TRANS_345715,1683372044,0
6030,2023-05-06 12:22:40,2124328322216035,Linux,Merchant_64,311.95,TRANS_506016,1683375760,0
9501,2023-05-06 14:00:50,5892198269284935,macOS,Merchant_56,368.27,TRANS_497964,1683381650,0
9528,2023-05-06 14:53:21,8743665645326677,nan,Merchant_95,494.45,TRANS_195842,1683384801,0
3616,2023-05-06 14:58:41,2363500895528327,nan,Merchant_52,278.84,TRANS_766315,1683385121,0
850,2023-05-06 15:35:41,7206519127197294,nan,Merchant_89,34.47,TRANS_396224,1683387341,0
166,2023-05-06 15:39:54,3121738729156154,nan,Merchant_39,161.07,TRANS_966292,1683387594,0
2033,2023-05-06 17:17:39,3438987587267336,Windows,Merchant_2,486.03,TRANS_906799,1683393459,0
2963,2023-05-06 17:27:58,4351189092752038,nan,Merchant_79,489.28,TRANS_411128,1683394078,0
8789,2023-05-06 18:20:19,9799421716507981,nan,Merchant_84,334.42,TRANS_728583,1683397219,0
9529,2023-05-06 18:48:34,9642357869662348,macOS,Merchant_97,474.59,TRANS_635052,1683398914,0
5128,2023-05-06 19:33:18,2577458893148050,X11,Merchant_87,172.29,TRANS_826098,1683401598,0
8980,2023-05-06 20:49:14,8627350230565730,nan,Merchant_57,377.68,TRANS_750977,1683406154,0
2977,2023-05-06 21:20:21,5066714465532169,nan,Merchant_29,6.7,TRANS_346126,1683408021,0
4653,2023-05-06 21:38:28,6165732770253866,nan,Merchant_100,424.7,TRANS_912269,1683409108,0
6105,2023-05-06 22:24:21,7567325424021788,nan,Merchant_9,90.08,TRANS_358666,1683411861,0
3836,2023-05-06 23:49:51,1449148382867292,nan,Merchant_21,466.34,TRANS_339229,1683416991,0
6788,2023-05-07 01:16:21,1474644886236526,Windows,Merchant_92,425.44,TRANS_327869,1683422181,0
6557,2023-05-07 01:29:45,5486850555576402,macOS,Merchant_33,27.42,TRANS_152149,1683422985,0
5868,2023-05-07 02:21:10,3823212759487420,other,Merchant_59,406.76,TRANS_490943,1683426070,0
7808,2023-05-07 02:41:21,1012679245696600,nan,Merchant_24,129.22,TRANS_611237,1683427281,0
7180,2023-05-07 05:26:52,4335600044148050,nan,Merchant_71,117.58,TRANS_921476,1683437212,0
5293,2023-05-07 06:20:44,6525984970382397,macOS,Merchant_93,11.9,TRANS_463382,1683440444,0
1923,2023-05-07 07:04:17,2534828223883667,nan,Merchant_3,178.39,TRANS_929385,1683443057,0
2578,2023-05-07 07:41:19,4949297680524476,macOS,Merchant_31,179.55,TRANS_368258,1683445279,0
1574,2023-05-07 07:45:47,9983622937436029,nan,Merchant_70,109.15,TRANS_958600,1683445547,0
8606,2023-05-07 08:33:11,7130465082112317,nan,Merchant_9,344.04,TRANS_555152,1683448391,0
719,2023-05-07 08:35:19,1084219031273168,nan,Merchant_18,365.7,TRANS_341902,1683448519,0
1066,2023-05-07 08:41:05,5258736585882790,Linux,Merchant_30,120.15,TRANS_800244,1683448865,0
2354,2023-05-07 10:27:37,9255670228009503,Windows,Merchant_58,362.26,TRANS_703301,1683455257,0
3552,2023-05-07 10:57:03,8558682848104836,nan,Merchant_93,290.77,TRANS_836506,1683457023,0
9649,2023-05-07 11:15:15,1426417792379565,nan,Merchant_49,101.11,TRANS_520557,1683458115,0
9393,2023-05-07 11:42:01,7460144084731973,macOS,Merchant_63,363.76,TRANS_974549,1683459721,0
800,2023-05-07 14:22:09,9953660435726429,nan,Merchant_75,353.91,TRANS_768098,1683469329,0
3974,2023-05-07 15:07:02,1295586262223414,nan,Merchant_50,136.47,TRANS_343628,1683472022,0
9091,2023-05-07 18:27:51,3196223785287279,nan,Merchant_22,36.44,TRANS_361169,1683484071,0
96,2023-05-07 18:38:02,5345293647076608,nan,Merchant_70,261.84,TRANS_254832,1683484682,0
9294,2023-05-07 18:38:17,8454886440761098,nan,Merchant_37,474.4,TRANS_363200,1683484697,0
7692,2023-05-07 19:22:35,5451893388549510,nan,Merchant_19,129.07,TRANS_441726,1683487355,0
181,2023-05-07 20:17:49,7145604638895575,other,Merchant_56,57.62,TRANS_827402,1683490669,0
9232,2023-05-07 20:32:03,4090610615501003,nan,Merchant_70,464.04,TRANS_210303,1683491523,0
4319,2023-05-07 21:27:07,4310175614109726,nan,Merchant_4,258.63,TRANS_978896,1683494827,0
6453,2023-05-07 21:57:38,2013184485085499,Linux,Merchant_4,160.83,TRANS_911731,1683496658,0
903,2023-05-07 22:04:05,3145688735629994,other,Merchant_45,291.94,TRANS_660181,1683497045,0
921,2023-05-07 23:40:31,5588630118808296,nan,Merchant_46,244.23,TRANS_756255,1683502831,0
5478,2023-05-08 00:24:49,8860980592925156,nan,Merchant_81,383.36,TRANS_458866,1683505489,0
8076,2023-05-08 00:54:42,6481904476521194,nan,Merchant_14,305.15,TRANS_950117,1683507282,0
1297,2023-05-08 01:29:03,1197876871273321,nan,Merchant_32,53.18,TRANS_831559,1683509343,0
6675,2023-05-08 01:58:16,1910965354492567,Linux,Merchant_32,429.51,TRANS_691138,1683511096,0
79,2023-05-08 02:28:51,8599710168732365,nan,Merchant_24,58.82,TRANS_265470,1683512931,0
1155,2023-05-08 03:29:06,6715685094256252,nan,Merchant_37,376.61,TRANS_491264,1683516546,0
174,2023-05-08 03:29:08,6650594478051972,Linux,Merchant_90,322.94,TRANS_146979,1683516548,0
5190,2023-05-08 03:42:09,2986803519327122,macOS,Merchant_86,166.75,TRANS_537402,1683517329,0
5888,2023-05-08 04:45:02,7460144084731973,nan,Merchant_55,400.61,TRANS_569496,1683521102,0
4576,2023-05-08 05:05:34,1462304938301625,Windows,Merchant_65,205.93,TRANS_590807,1683522334,0
1830,2023-05-08 05:31:05,9950241532414227,Windows,Merchant_1,490.01,TRANS_293886,1683523865,0
4837,2023-05-08 05:36:00,7941128351439586,nan,Merchant_69,207.34,TRANS_785270,1683524160,0
4644,2023-05-08 05:36:40,7974810632721799,nan,Merchant_54,352.82,TRANS_268347,1683524200,0
1791,2023-05-08 05:45:47,6016996448475856,nan,Merchant_5,368.98,TRANS_721414,1683524747,1
3019,2023-05-08 06:10:21,9410867745245204,nan,Merchant_6,392.1,TRANS_393750,1683526221,0
7393,2023-05-08 06:19:29,4205467799972076,X11,Merchant_67,268.75,TRANS_158653,1683526769,0
9199,2023-05-08 06:54:47,7526644912134456,nan,Merchant_61,285.71,TRANS_938619,1683528887,0
1896,2023-05-08 07:16:51,6912978195214509,other,Merchant_35,308.38,TRANS_359575,1683530211,0
131,2023-05-08 08:10:50,4684161490927376,nan,Merchant_83,111.83,TRANS_636578,1683533450,0
1151,2023-05-08 11:25:32,5591392657721120,nan,Merchant_47,418.67,TRANS_443457,1683545132,0
3329,2023-05-08 11:28:39,2034547486255620,nan,Merchant_50,335.91,TRANS_968484,1683545319,0
2692,2023-05-08 11:37:43,2028820161461032,macOS,Merchant_81,5.95,TRANS_629146,1683545863,0
7686,2023-05-08 12:08:42,4945646064461628,Linux,Merchant_33,373.87,TRANS_936428,1683547722,0
1113,2023-05-08 13:58:46,2308930692215233,nan,Merchant_20,268.95,TRANS_607270,1683554326,0
5300,2023-05-08 15:36:30,3484542925777857,macOS,Merchant_80,391.97,TRANS_338373,1683560190,0
9549,2023-05-08 15:53:23,3037141694723776,macOS,Merchant_46,477.27,TRANS_117513,1683561203,0
4188,2023-05-08 17:18:21,9918294656476753,nan,Merchant_85,347.02,TRANS_936306,1683566301,0
1067,2023-05-08 17:38:38,3301605275506994,nan,Merchant_37,56.13,TRANS_536435,1683567518,0
1710,2023-05-08 19:22:09,3906399929658476,nan,Merchant_24,76.86,TRANS_343108,1683573729,0
8681,2023-05-08 19:42:07,7961672728582636,nan,Merchant_46,404.27,TRANS_529293,1683574927,0
4015,2023-05-08 21:40:24,2378612385959587,nan,Merchant_90,130.65,TRANS_814146,1683582024,0
1044,2023-05-09 02:23:42,6997559541615605,Linux,Merchant_99,443.1,TRANS_757503,1683599022,0
4093,2023-05-09 03:02:54,7088351973015504,other,Merchant_11,464.5,TRANS_552564,1683601374,0
1565,2023-05-09 03:12:46,2150948667991942,X11,Merchant_10,212.45,TRANS_651902,1683601966,0
7858,2023-05-09 03:14:45,3048628034282915,nan,Merchant_46,69.05,TRANS_945609,1683602085,0
3188,2023-05-09 03:45:58,5741237388848734,other,Merchant_95,414.45,TRANS_442395,1683603958,0
8341,2023-05-09 04:09:05,3788458513153536,nan,Merchant_91,277.69,TRANS_368093,1683605345,0
6720,2023-05-09 05:03:18,3372116746857621,nan,Merchant_2,386.36,TRANS_406665,1683608598,0
9447,2023-05-09 05:13:19,6838923214474530,nan,Merchant_44,358.32,TRANS_932927,1683609199,0
8373,2023-05-09 05:41:00,5793382239236376,nan,Merchant_50,372.03,TRANS_210268,1683610860,0
4866,2023-05-09 05:46:42,3571368785097130,X11,Merchant_18,178.62,TRANS_856034,1683611202,0
2237,2023-05-09 06:02:01,7217626590375513,nan,Merchant_82,93.48,TRANS_427039,1683612121,0
5253,2023-05-09 09:48:10,6660481165493290,nan,Merchant_3,42.53,TRANS_623466,1683625690,0
6956,2023-05-09 09:59:34,8349638894473732,nan,Merchant_59,270.84,TRANS_441403,1683626374,0
2327,2023-05-09 10:39:51,1850825919141189,nan,Merchant_77,1.78,TRANS_865073,1683628791,0
4938,2023-05-09 11:05:00,4626901157136707,nan,Merchant_39,381.33,TRANS_899325,1683630300,0
1813,2023-05-09 12:53:00,6016996448475856,nan,Merchant_51,11.45,TRANS_218814,1683636780,0
6543,2023-05-09 14:27:00,4235959476852339,macOS,Merchant_92,135.03,TRANS_858789,1683642420,0
7279,2023-05-09 18:04:51,8622477982722059,nan,Merchant_10,303.4,TRANS_151055,1683655491,0
5952,2023-05-09 19:34:47,8312922758005357,Windows,Merchant_78,395.25,TRANS_260255,1683660887,0
8608,2023-05-09 19:52:15,7538496710156173,nan,Merchant_2,320.49,TRANS_243254,1683661935,0
4191,2023-05-09 20:51:49,6594365077067998,nan,Merchant_15,436.56,TRANS_691372,1683665509,0
5931,2023-05-09 22:51:17,7096992961511116,nan,Merchant_91,166.13,TRANS_619736,1683672677,0
1561,2023-05-10 06:07:11,5741237388848734,Windows,Merchant_12,119.2,TRANS_470590,1683698831,0
3183,2023-05-10 06:32:02,7653140342705377,nan,Merchant_5,125.73,TRANS_602201,1683700322,0
5206,2023-05-10 06:32:17,4952985120373323,nan,Merchant_73,401.12,TRANS_277357,1683700337,0
5923,2023-05-10 07:48:42,5720410738413993,macOS,Merchant_17,324.37,TRANS_252227,1683704922,0
4449,2023-05-10 08:40:03,3075507544386687,nan,Merchant_82,365.7,TRANS_627578,1683708003,0
7909,2023-05-10 10:55:59,3781810742779391,nan,Merchant_57,246.62,TRANS_177844,1683716159,0
9846,2023-05-10 11:14:16,1217225462219229,nan,Merchant_88,424.14,TRANS_778144,1683717256,0
2770,2023-05-10 11:16:37,7387746146099391,Windows,Merchant_48,39.04,TRANS_215708,1683717397,0
7638,2023-05-10 11:33:06,8986530750218395,nan,Merchant_59,29.11,TRANS_525092,1683718386,0
6769,2023-05-10 11:51:48,7223774777137959,nan,Merchant_19,164.8,TRANS_577867,1683719508,0
4958,2023-05-10 11:52:43,8246865822746720,nan,Merchant_3,94.02,TRANS_273792,1683719563,0
5760,2023-05-10 12:11:52,9872306838349206,nan,Merchant_24,381.3,TRANS_403555,1683720712,0
6566,2023-05-10 15:01:13,3279153875882913,Windows,Merchant_13,348.81,TRANS_358052,1683730873,0
264,2023-05-10 15:07:52,4952985120373323,macOS,Merchant_12,438.81,TRANS_685023,1683731272,0
3557,2023-05-10 15:23:21,2342135124331538,other,Merchant_59,244.43,TRANS_366456,1683732201,0
5657,2023-05-10 15:25:29,7968656842738135,nan,Merchant_65,429.44,TRANS_232632,1683732329,0
4099,2023-05-10 15:28:43,1012679245696600,nan,Merchant_31,14.9,TRANS_477682,1683732523,0
5472,2023-05-10 18:07:44,1685777383481054,Linux,Merchant_35,31.39,TRANS_130677,1683742064,0
6447,2023-05-10 18:51:49,9529422170838008,nan,Merchant_40,242.62,TRANS_265513,1683744709,0
8529,2023-05-10 18:58:46,6171210822743823,nan,Merchant_10,317.94,TRANS_538663,1683745126,0
3763,2023-05-10 20:11:05,8947612786518465,nan,Merchant_1,144.68,TRANS_673988,1683749465,0
3293,2023-05-10 22:19:32,7375843319033803,nan,Merchant_76,271.34,TRANS_669113,1683757172,1
5014,2023-05-10 23:01:45,7975492751906479,macOS,Merchant_89,99.05,TRANS_393423,1683759705,0
1505,2023-05-11 00:21:29,4529948066678949,macOS,Merchant_33,200.01,TRANS_799293,1683764489,0
785,2023-05-11 00:47:13,4865978440961436,nan,Merchant_30,454.32,TRANS_295327,1683766033,0
8674,2023-05-11 01:38:52,1780574353693272,nan,Merchant_64,30.98,TRANS_111751,1683769132,0
3854,2023-05-11 03:12:38,7722576976746866,Linux,Merchant_51,331.23,TRANS_854491,1683774758,0
4927,2023-05-11 03:40:29,3572873865781237,nan,Merchant_37,114.26,TRANS_911624,1683776429,0
1943,2023-05-11 05:03:18,8655453561086867,macOS,Merchant_73,354.13,TRANS_128523,1683781398,0
2745,2023-05-11 05:15:49,1745161679598796,Windows,Merchant_66,390.88,TRANS_517346,1683782149,0
826,2023-05-11 06:21:41,3692977452526485,macOS,Merchant_74,173.83,TRANS_358893,1683786101,0
7134,2023-05-11 06:50:26,2342135124331538,nan,Merchant_44,243.73,TRANS_785817,1683787826,0
7820,2023-05-11 08:04:52,6842210383335174,nan,Merchant_94,177.86,TRANS_823826,1683792292,0
6800,2023-05-11 08:58:42,6915387455596470,nan,Merchant_4,29.49,TRANS_450969,1683795522,0
8788,2023-05-11 09:04:13,6016996448475856,Windows,Merchant_75,44.8,TRANS_429739,1683795853,0
7125,2023-05-11 09:41:02,1468566283251822,Linux,Merchant_23,241.52,TRANS_383448,1683798062,0
9213,2023-05-11 10:53:55,6035671487444761,other,Merchant_57,201.78,TRANS_130784,1683802435,0
7453,2023-05-11 16:46:47,1933955673404714,nan,Merchant_80,302.4,TRANS_734229,1683823607,0
4413,2023-05-11 17:34:41,4349439096537056,nan,Merchant_91,321.27,TRANS_579784,1683826481,0
1376,2023-05-11 17:39:03,8071385341284566,X11,Merchant_58,223.21,TRANS_358305,1683826743,0
5883,2023-05-11 20:38:31,8180612965658657,nan,Merchant_85,497.83,TRANS_344014,1683837511,0
8343,2023-05-11 20:51:43,8239601728658208,Windows,Merchant_75,234.41,TRANS_763879,1683838303,0
357,2023-05-11 21:00:57,6682694731668292,nan,Merchant_60,293.3,TRANS_941603,1683838857,0
3278,2023-05-11 23:22:32,4090610615501003,other,Merchant_16,167.48,TRANS_982434,1683847352,0
5947,2023-05-12 00:58:37,4997181551487857,nan,Merchant_25,4.54,TRANS_590001,1683853117,0
5704,2023-05-12 03:52:09,8035686794908331,nan,Merchant_35,457.73,TRANS_441314,1683863529,0
4858,2023-05-12 04:20:42,2956122249609883,nan,Merchant_35,458.91,TRANS_327376,1683865242,0
5147,2023-05-12 05:23:47,9047852938367691,macOS,Merchant_41,449.73,TRANS_593838,1683869027,0
8760,2023-05-12 08:40:37,9599237970166486,nan,Merchant_74,10.79,TRANS_990935,1683880837,1
4758,2023-05-12 09:53:23,8633913371336738,nan,Merchant_89,230.91,TRANS_164989,1683885203,0
1746,2023-05-12 11:01:26,7567325424021788,other,Merchant_53,10.58,TRANS_730117,1683889286,1
215,2023-05-12 11:10:38,9041628499938737,X11,Merchant_87,119.39,TRANS_525664,1683889838,0
6085,2023-05-12 18:20:56,9371824511927911,nan,Merchant_31,229.42,TRANS_377247,1683915656,0
1398,2023-05-12 20:14:29,3161895254814866,macOS,Merchant_52,308.96,TRANS_478055,1683922469,0
5106,2023-05-12 21:45:59,1041696963209868,other,Merchant_21,184.03,TRANS_264086,1683927959,0
8215,2023-05-13 00:22:50,2643137074075145,nan,Merchant_21,253.77,TRANS_150924,1683937370,0
3471,2023-05-13 00:43:32,4042425858331213,macOS,Merchant_62,389.77,TRANS_545950,1683938612,0
1160,2023-05-13 02:01:04,8468378942633195,Windows,Merchant_28,413.08,TRANS_621882,1683943264,0
6521,2023-05-13 02:56:47,8668695521482692,other,Merchant_24,106.69,TRANS_835176,1683946607,0
8107,2023-05-13 03:37:41,2707728075418034,macOS,Merchant_17,247.92,TRANS_175671,1683949061,0
1098,2023-05-13 05:23:08,7567325424021788,nan,Merchant_34,390.01,TRANS_636087,1683955388,0
1624,2023-05-13 05:33:25,2570242924797750,macOS,Merchant_50,88.48,TRANS_354003,1683956005,0
1726,2023-05-13 05:35:16,2956122249609883,nan,Merchant_54,255.2,TRANS_883818,1683956116,0
