cc_num,first,last,gender,street,city,zip,job,dob
3374710723634543,Mike,Smith,M,Main St,Los Angeles,59136.0,Teacher,1997-11-04
3703842113004788,Mike,Davis,F,Main St,New York,92892.0,Doctor,1986-10-22
6350737928878785,Jane,Jones,M,2nd Ave,Phoenix,51786.0,Teacher,1991-09-09
4298986035036664,Bob,Jones,M,Elm St,Los Angeles,59469.0,Engineer,1990-12-23
4095489114638262,Mike,Johnson,M,Broadway,New York,,,1955-05-11
4212129365638876,Joe,Jones,F,1st Ave,New York,12478.0,Engineer,1997-12-19
7535110911009677,Nancy,Clark,M,Elm St,Los Angeles,30282.0,Engineer,1955-01-03
2569524349378487,Mike,Jones,M,2nd Ave,Los Angeles,72138.0,Artist,1965-12-25
6571913445142341,Jane,Clark,F,Main St,Los Angeles,77969.0,Lawyer,2003-05-20
7941128351439586,Jane,Williams,M,Elm St,Chicago,32104.0,Nurse,2006-09-15
3161895254814866,Alice,Wilson,F,Main St,Houston,43785.0,Teacher,1987-03-15
9040500188546511,Jane,Jones,M,Maple St,Houston,72395.0,Clerk,1955-10-16
2771930918402250,Jane,Davis,F,2nd Ave,Houston,58005.0,Artist,1963-08-03
5830303947455004,Alice,Clark,F,Main St,Chicago,98600.0,Doctor,1979-10-10
7554841364236395,Mike,Johnson,F,2nd Ave,Los Angeles,23901.0,Lawyer,1995-04-11
4895296123456724,Emily,Johnson,F,Maple St,Houston,12161.0,Clerk,1995-10-25
5580893075578334,Jane,Brown,F,1st Ave,Chicago,81555.0,Nurse,1990-06-21
1850825919141189,John,Brown,F,Broadway,Chicago,17111.0,Lawyer,2006-06-23
1435633558277579,Alice,Smith,M,Main St,Los Angeles,94961.0,Teacher,1958-11-01
3301605275506994,Emily,Johnson,M,Elm St,New York,72775.0,Artist,1973-03-07
4667403930667604,Emily,Davis,F,1st Ave,Chicago,47121.0,Teacher,1985-09-13
2801436869846463,Alice,Johnson,M,Broadway,Phoenix,87615.0,Teacher,1986-03-19
6481904476521194,Emily,Davis,F,Elm St,Chicago,31339.0,Nurse,1961-04-12
6341209997843350,Mike,Davis,M,Maple St,New York,57717.0,Lawyer,1954-11-30
6171210822743823,Emily,Williams,F,Elm St,New York,52273.0,Doctor,1999-02-28
3735780944939712,Emily,Clark,M,2nd Ave,Phoenix,74863.0,Lawyer,1980-10-02
4347299737056228,Jane,Brown,M,Broadway,Houston,25966.0,Nurse,1997-05-06
6091522082684951,John,Davis,F,Elm St,Chicago,90645.0,Engineer,1998-02-24
1098384171847569,Mike,Wilson,M,Elm St,Los Angeles,43927.0,Engineer,1964-03-01
4467867958388006,Joe,Smith,F,Elm St,Los Angeles,60816.0,Engineer,1984-10-26
3662463286362375,Jane,Clark,F,1st Ave,Phoenix,55545.0,Doctor,1965-06-04
9522441117141112,Mike,Williams,M,Broadway,New York,,,1981-05-03
2496944646724618,Emily,Davis,M,2nd Ave,Houston,33825.0,Nurse,1978-03-13
4001553551807583,Alice,Wilson,M,Maple St,Chicago,77805.0,Engineer,1977-05-16
6968246438624025,Alice,Wilson,F,1st Ave,Chicago,15455.0,Nurse,1973-10-08
1557940842961961,Jane,Clark,M,1st Ave,Chicago,42347.0,Nurse,1985-12-14
7492861469827193,Nancy,Williams,M,1st Ave,Los Angeles,90814.0,Clerk,1992-06-01
1076831322882711,Mike,Brown,M,2nd Ave,Houston,68319.0,Teacher,1964-08-20
8860756083787830,Emily,Williams,M,2nd Ave,Phoenix,36122.0,Doctor,1980-03-10
2931896599837395,Jane,Brown,M,Maple St,Los Angeles,26239.0,Nurse,1989-07-16
2940151529254755,Emily,Johnson,M,1st Ave,New York,75511.0,Artist,1996-09-22
5582733690663713,Bob,Johnson,F,1st Ave,Houston,92334.0,Engineer,2000-09-29
9173332724794494,Joe,Brown,M,Maple St,New York,42539.0,Lawyer,1990-12-18
2592909775695418,Joe,Davis,F,Main St,Chicago,83106.0,Lawyer,1956-11-25
9538791366942971,Jane,Clark,F,2nd Ave,Los Angeles,84354.0,Doctor,1958-12-12
4844163740115400,Emily,Clark,M,Elm St,Houston,25061.0,Nurse,1980-11-29
6267104963519155,Bob,Jones,F,Broadway,Los Angeles,14034.0,Teacher,1983-10-19
8704791492458466,Alice,Jones,M,Broadway,Houston,16087.0,Nurse,1970-09-10
8592500324958892,John,Smith,F,Broadway,Chicago,26896.0,Engineer,1973-06-03
6708550931536989,Alice,Jones,M,Maple St,Houston,38188.0,Artist,1983-11-20
7526644912134456,Joe,Smith,F,1st Ave,Chicago,12444.0,Nurse,1973-11-14
4051150252508792,John,Wilson,M,Maple St,Los Angeles,19001.0,Clerk,1993-07-02
6027546463411505,Joe,Brown,M,2nd Ave,Los Angeles,62061.0,Lawyer,1970-06-23
7473700433498550,Mike,Davis,M,Main St,Los Angeles,88223.0,Clerk,1970-06-17
1001431780128805,John,Clark,F,Main St,Chicago,,,1993-07-11
8180612965658657,Mike,Brown,M,Maple St,New York,35078.0,Lawyer,1982-04-10
9116833540864362,Joe,Brown,F,Broadway,New York,88172.0,Doctor,1958-07-29
1925840337245768,Bob,Smith,M,Elm St,Houston,10221.0,Artist,1974-03-24
9242400179488463,Mike,Williams,M,Elm St,Los Angeles,82630.0,Clerk,1993-07-31
9279720437338455,Jane,Smith,F,Elm St,New York,87363.0,Engineer,1982-10-11
4592933858817442,Jane,Clark,M,Elm St,Phoenix,71503.0,Doctor,1995-08-22
7088351973015504,Emily,Davis,F,Main St,Los Angeles,83697.0,Nurse,1978-08-12
1468566283251822,Jane,Wilson,M,Main St,Phoenix,48831.0,Artist,2003-06-09
8491977248722364,Alice,Davis,F,2nd Ave,New York,17022.0,Teacher,2004-01-03
1129409580974895,Nancy,Wilson,F,Main St,Chicago,39695.0,Doctor,1993-12-26
3266569580059821,Emily,Williams,M,2nd Ave,Phoenix,31845.0,Lawyer,1987-01-31
4074552539627978,Joe,Clark,M,2nd Ave,Phoenix,93826.0,Engineer,1994-06-27
1804427332444613,Jane,Johnson,F,Maple St,Los Angeles,53789.0,Nurse,1984-11-25
9562112611388462,Mike,Johnson,M,1st Ave,Houston,66242.0,Engineer,1982-12-02
5741237388848734,Mike,Williams,F,Main St,Chicago,13445.0,Engineer,1955-11-22
4364305859132475,Joe,Clark,F,Elm St,Los Angeles,70781.0,Engineer,1974-12-22
8066619622876660,Mike,Clark,M,Broadway,Los Angeles,88174.0,Clerk,1965-07-15
9041628499938737,Jane,Wilson,F,2nd Ave,New York,67133.0,Lawyer,1976-10-18
6755305449092074,Emily,Davis,F,Broadway,Houston,99793.0,Teacher,2000-11-22
2713177928458224,Bob,Wilson,F,Elm St,Houston,33356.0,Doctor,1992-02-06
2534828223883667,Joe,Williams,M,2nd Ave,Chicago,10897.0,Lawyer,1966-08-13
5045165725831074,Bob,Wilson,M,2nd Ave,Chicago,46677.0,Clerk,1974-09-28
7243363150111605,Alice,Jones,M,Maple St,Houston,83155.0,Clerk,1997-08-09
8592704356351837,Mike,Williams,M,Main St,Phoenix,43344.0,Artist,1984-08-06
3762216137628546,Mike,Williams,F,1st Ave,Phoenix,23986.0,Teacher,1992-05-08
1665272571111325,Alice,Brown,M,Broadway,Los Angeles,81726.0,Nurse,1982-07-09
2821552015675353,Mike,Clark,M,Maple St,Houston,80873.0,Clerk,2005-01-26
6884379951554452,Joe,Clark,M,Maple St,Los Angeles,11244.0,Clerk,2004-07-18
8043659868946066,John,Smith,M,Elm St,Phoenix,95002.0,Doctor,1964-10-24
8148372550481232,Emily,Williams,M,1st Ave,Chicago,26573.0,Clerk,1997-05-25
5715939168772969,Alice,Clark,F,Maple St,Houston,22146.0,Teacher,2005-05-11
4224532424247787,Nancy,Brown,M,Maple St,New York,98963.0,Nurse,1992-02-26
4824539675415207,Mike,Williams,M,1st Ave,Los Angeles,38757.0,Artist,1971-09-29
1074512523682446,Alice,Clark,M,Maple St,Houston,65201.0,Doctor,1959-03-09
3154424947805324,John,Jones,M,Main St,New York,32857.0,Clerk,1978-06-06
9741908043809277,John,Williams,F,Maple St,Los Angeles,99268.0,Artist,2006-03-30
1359490970684892,Emily,Williams,M,2nd Ave,Phoenix,37642.0,Nurse,2005-09-09
7173893111195766,Jane,Brown,F,Elm St,Los Angeles,54315.0,Lawyer,1955-10-16
7443419615836004,Mike,Williams,M,1st Ave,Chicago,80166.0,Nurse,1959-02-27
4746862015057497,Nancy,Brown,F,1st Ave,Los Angeles,88667.0,Artist,1966-06-29
3132199528538436,Nancy,Wilson,M,Broadway,Los Angeles,54620.0,Clerk,1988-04-11
4167872030535044,Emily,Clark,F,Elm St,Houston,90739.0,Clerk,1979-08-04
2383259060223102,John,Smith,F,Maple St,Houston,79230.0,Engineer,1955-02-01
9365955910956595,John,Brown,M,Elm St,Phoenix,64570.0,Clerk,1957-06-04
8997604141177060,Emily,Davis,F,1st Ave,Chicago,28016.0,Lawyer,1959-05-18
4335600044148050,John,Clark,F,2nd Ave,Chicago,11338.0,Nurse,1973-12-01
9278799625856412,Jane,Wilson,M,Elm St,Phoenix,59877.0,Lawyer,1985-05-05
4235959476852339,Mike,Smith,F,Elm St,New York,56913.0,Doctor,1994-11-26
1421540782896870,Alice,Davis,M,Broadway,Los Angeles,55862.0,Engineer,1965-04-20
3247717983915675,Jane,Williams,F,Broadway,Houston,12585.0,Engineer,1982-04-19
7997540915442624,Mike,Clark,M,Maple St,Phoenix,69101.0,Nurse,1957-05-05
2342135124331538,John,Smith,F,Broadway,Phoenix,37541.0,Doctor,1968-03-02
6698717129194905,Jane,Johnson,F,Maple St,Houston,57818.0,Lawyer,1969-02-01
1630543096299767,Bob,Davis,F,Maple St,Houston,24101.0,Nurse,1985-07-14
9945246744239707,Bob,Johnson,F,2nd Ave,New York,96359.0,Teacher,1994-09-01
9458216057818617,John,Brown,F,2nd Ave,Chicago,66348.0,Nurse,1989-07-02
4349439096537056,Mike,Jones,M,Elm St,Houston,97154.0,Clerk,1981-08-04
5862234483438937,Mike,Williams,M,2nd Ave,Phoenix,27673.0,Teacher,1960-02-29
1272834951484696,Joe,Wilson,F,Broadway,Los Angeles,26865.0,Engineer,1981-01-03
6997688853598824,Jane,Davis,F,2nd Ave,New York,21928.0,Clerk,1975-05-08
1826388216813643,Bob,Wilson,F,Elm St,Los Angeles,34980.0,Nurse,1960-06-02
4626901157136707,Nancy,Clark,F,1st Ave,Los Angeles,73420.0,Nurse,1998-05-31
9530897673645170,Joe,Johnson,F,Main St,Chicago,46469.0,Engineer,1967-12-02
2224941496471276,Joe,Clark,F,2nd Ave,Los Angeles,64906.0,Lawyer,1975-04-09
3692977452526485,Mike,Jones,F,1st Ave,Phoenix,46774.0,Artist,1982-03-09
8986530750218395,Jane,Brown,M,Elm St,Phoenix,18908.0,Nurse,1987-02-20
5106293598927296,Jane,Smith,F,1st Ave,Houston,77393.0,Doctor,2001-10-01
5040430369438870,Bob,Williams,F,1st Ave,Chicago,80789.0,Artist,1989-12-18
7629393447432147,John,Davis,M,1st Ave,Houston,34859.0,Engineer,1978-02-15
3752485994643137,Jane,Smith,M,Maple St,Los Angeles,99994.0,Lawyer,1993-04-16
3030561793896284,John,Williams,M,Broadway,Phoenix,65206.0,Artist,1989-06-05
4596645411646008,Bob,Johnson,M,2nd Ave,Houston,99284.0,Engineer,2004-06-12
4654313551139926,Jane,Clark,F,1st Ave,Phoenix,52515.0,Clerk,1970-09-24
1368895032984498,Alice,Jones,F,Elm St,Houston,70884.0,Engineer,1962-01-04
4982123136257084,Bob,Brown,M,Main St,New York,97898.0,Lawyer,1955-02-12
4302860476253417,Bob,Clark,F,Maple St,Chicago,77897.0,Artist,1989-01-21
7366514376266264,Alice,Williams,F,Main St,Houston,20161.0,Lawyer,1983-05-02
8668695521482692,Bob,Johnson,M,Main St,Los Angeles,,,1984-10-03
1493999641596231,Alice,Davis,F,Maple St,Phoenix,18801.0,Artist,1975-07-18
6056526868906918,Alice,Brown,F,Broadway,Phoenix,89505.0,Clerk,1984-12-04
7448562467193855,Bob,Williams,F,2nd Ave,Chicago,42417.0,Artist,2006-08-06
4205683811569523,Alice,Wilson,F,Main St,Chicago,69457.0,Clerk,1993-05-03
6501247939378397,Alice,Johnson,M,Broadway,New York,88068.0,Clerk,1962-11-21
5754432440992863,Joe,Brown,M,Elm St,Houston,,,1959-02-01
5935901952811941,Bob,Smith,F,Elm St,New York,72784.0,Teacher,1991-12-01
6237677329148369,Alice,Clark,F,Broadway,Houston,10125.0,Artist,1961-10-21
8442940279633349,John,Wilson,F,2nd Ave,Houston,35307.0,Artist,1966-11-28
1336620091155344,Bob,Jones,F,Elm St,Chicago,45098.0,Engineer,1974-08-07
1295586262223414,Bob,Jones,M,Maple St,Chicago,55085.0,Clerk,1959-11-07
9246864866595852,John,Davis,F,2nd Ave,Houston,11621.0,Clerk,2006-08-27
7455883759517801,Joe,Wilson,M,Broadway,Chicago,67675.0,Nurse,2004-07-27
2822957963205126,Mike,Wilson,F,Elm St,Houston,21007.0,Teacher,1993-01-07
6838923214474530,Emily,Davis,F,Elm St,Chicago,72688.0,Clerk,2004-07-18
6197149415702587,Joe,Smith,F,1st Ave,Los Angeles,72760.0,Nurse,1956-08-26
1401525040789513,Joe,Clark,M,Maple St,Houston,88840.0,Nurse,1970-03-18
8750452725081165,Jane,Clark,M,Elm St,Phoenix,86144.0,Nurse,1984-02-18
8351553135372921,Joe,Jones,F,Maple St,Los Angeles,17101.0,Doctor,1959-10-08
2506903156178110,Alice,Jones,F,Main St,New York,16788.0,Doctor,1989-02-14
8557800391115111,Nancy,Williams,M,1st Ave,Chicago,66239.0,Teacher,1968-03-09
5620854887687883,Emily,Johnson,F,Broadway,New York,47958.0,Lawyer,1975-01-06
5730962074969728,Alice,Smith,F,Main St,Phoenix,75363.0,Doctor,1979-11-16
2552592831193093,Emily,Davis,M,Main St,Chicago,45097.0,Engineer,1961-09-26
9382722721626955,Nancy,Johnson,M,Maple St,New York,93781.0,Teacher,1992-02-17
1615184444899969,Joe,Clark,M,2nd Ave,Los Angeles,92178.0,Engineer,1964-09-25
7511605537707400,Nancy,Clark,F,1st Ave,New York,82870.0,Nurse,1958-03-05
3438987587267336,Joe,Jones,F,Maple St,Chicago,62813.0,Engineer,1965-12-04
5181647048417507,Nancy,Johnson,F,2nd Ave,Los Angeles,33216.0,Doctor,2001-03-03
1194609277713326,Jane,Brown,F,1st Ave,Phoenix,92451.0,Engineer,1979-06-26
7287636728008674,Alice,Smith,F,1st Ave,New York,10136.0,Nurse,2002-05-22
4607375392563086,Joe,Smith,M,Main St,Houston,49614.0,Clerk,1984-10-24
7755439557773108,Emily,Wilson,M,Elm St,Chicago,21769.0,Nurse,1987-10-11
3720662591336924,Alice,Wilson,F,2nd Ave,Houston,17429.0,Doctor,1979-11-05
1763116972541954,John,Clark,F,2nd Ave,Houston,30069.0,Teacher,1969-07-11
3788458513153536,John,Smith,F,Maple St,New York,71544.0,Lawyer,2004-02-20
5745216546804560,Emily,Williams,F,Main St,Houston,55354.0,Artist,1973-09-26
3572873865781237,John,Johnson,M,Elm St,Los Angeles,57935.0,Teacher,2006-09-15
8057863767291492,John,Johnson,F,Maple St,Phoenix,38768.0,Clerk,1977-09-03
8071385341284566,Nancy,Clark,F,Maple St,Phoenix,32532.0,Lawyer,1962-05-20
9146295026237194,Nancy,Davis,M,Maple St,Houston,11399.0,Artist,1999-01-08
1447184287339539,Bob,Williams,F,1st Ave,Chicago,95646.0,Doctor,1964-01-14
7995566125545526,Alice,Smith,F,1st Ave,Houston,79356.0,Doctor,1960-09-09
4492355410281803,Jane,Williams,F,Maple St,Chicago,45327.0,Doctor,1969-08-09
8801617043879553,Joe,Williams,F,Elm St,Phoenix,37510.0,Nurse,1984-10-08
8073542098345446,Joe,Jones,M,1st Ave,Los Angeles,55985.0,Teacher,2003-03-03
5880117062336089,Alice,Smith,F,2nd Ave,Chicago,96199.0,Lawyer,1994-06-18
8028219335837865,Bob,Davis,F,2nd Ave,Phoenix,93144.0,Clerk,1986-08-04
8814696635815205,Bob,Brown,F,2nd Ave,New York,51305.0,Teacher,1959-12-13
7969497149783507,Alice,Davis,F,Main St,Houston,,,1998-09-02
3484542925777857,Emily,Jones,M,1st Ave,Chicago,71563.0,Engineer,1975-11-09
5892198269284935,Alice,Smith,M,Main St,Los Angeles,67813.0,Teacher,1956-04-13
3885233191216654,John,Wilson,F,1st Ave,Houston,62120.0,Engineer,1960-09-25
5000401729185112,Bob,Smith,F,2nd Ave,Phoenix,91383.0,Clerk,1982-05-12
4063729560727112,Alice,Clark,M,2nd Ave,Phoenix,75148.0,Doctor,1981-10-05
6951554139952173,Jane,Smith,F,Elm St,Phoenix,81963.0,Clerk,1984-04-19
3883583643373828,Jane,Johnson,M,1st Ave,Chicago,19205.0,Nurse,1991-05-31
9729210573417148,Joe,Smith,F,Broadway,New York,70708.0,Nurse,1999-03-09
1375573937354443,John,Smith,M,Main St,New York,63320.0,Artist,1966-08-11
1533584772545755,Nancy,Clark,F,2nd Ave,Phoenix,87050.0,Teacher,2006-07-04
3372116746857621,John,Brown,F,Elm St,Houston,,,1967-05-24
2804286584461030,Alice,Smith,F,Elm St,Los Angeles,15246.0,Engineer,2005-10-19
9853802899231617,Jane,Williams,M,2nd Ave,Houston,24115.0,Lawyer,1956-01-26
5345293647076608,Emily,Smith,F,1st Ave,Chicago,51856.0,Clerk,1957-08-13
2446381871912087,Bob,Smith,F,Elm St,New York,45037.0,Teacher,1995-08-22
7569246841894889,Mike,Clark,M,1st Ave,Los Angeles,32824.0,Teacher,1963-12-11
7126690359068069,Jane,Davis,F,Elm St,Phoenix,87494.0,Engineer,1965-11-29
4529948066678949,Bob,Smith,M,Main St,Phoenix,92500.0,Artist,1960-04-29
2286327878314332,Jane,Wilson,F,1st Ave,Chicago,93414.0,Artist,1989-02-08
2632419211721025,Alice,Clark,F,Elm St,Chicago,50914.0,Engineer,1974-04-29
9297402512388457,Mike,Johnson,M,2nd Ave,Chicago,87300.0,Artist,1960-04-25
8154270295474299,Mike,Jones,F,Broadway,Chicago,37650.0,Nurse,1965-08-18
3145688735629994,Alice,Johnson,M,2nd Ave,Phoenix,27287.0,Teacher,1959-07-05
1262308837589228,Alice,Brown,M,1st Ave,Phoenix,24127.0,Nurse,1996-12-17
1231978459576854,John,Davis,M,Maple St,Chicago,68038.0,Doctor,2004-03-23
1811286231701260,Joe,Davis,M,2nd Ave,Phoenix,24926.0,Doctor,2002-04-07
7218194753645029,Bob,Brown,M,2nd Ave,Chicago,48732.0,Clerk,1994-10-13
5685976835795687,Emily,Williams,M,Maple St,Los Angeles,51128.0,Engineer,1989-10-29
9599237970166486,Bob,Williams,F,Broadway,Chicago,76106.0,Lawyer,2004-12-07
7961672728582636,John,Brown,F,Maple St,Chicago,25521.0,Engineer,1980-06-21
1284888289364660,Bob,Jones,M,2nd Ave,Los Angeles,54573.0,Teacher,1974-04-26
2397638133747576,Nancy,Clark,M,Elm St,New York,35917.0,Engineer,1998-06-11
8633913371336738,Mike,Davis,M,Main St,Houston,14165.0,Nurse,1991-10-18
8697320827273447,Jane,Clark,F,Broadway,Chicago,50435.0,Engineer,1999-07-04
7060400461976088,Mike,Jones,F,1st Ave,Los Angeles,14964.0,Nurse,1957-08-12
6097252194938398,John,Brown,M,Elm St,Los Angeles,78195.0,Doctor,1992-07-11
1160490136796889,Bob,Smith,M,1st Ave,Phoenix,19191.0,Clerk,2004-06-23
2099709734813899,Joe,Johnson,M,Broadway,Chicago,14191.0,Artist,1986-03-18
7543904423645141,Bob,Clark,M,Broadway,Los Angeles,43557.0,Nurse,1962-06-27
8246865822746720,Jane,Johnson,F,2nd Ave,New York,52358.0,Artist,1960-04-30
6002174571979851,Emily,Smith,M,Maple St,New York,47216.0,Teacher,1982-12-24
3766974227278089,Jane,Jones,F,Broadway,Houston,39686.0,Engineer,1982-08-13
5604654092341286,Jane,Johnson,F,1st Ave,Phoenix,79141.0,Teacher,1988-07-09
7744880446278780,Nancy,Johnson,M,Broadway,Phoenix,37491.0,Nurse,1957-04-12
8239601728658208,Mike,Williams,M,Main St,Phoenix,31073.0,Nurse,1983-07-22
1012679245696600,Joe,Wilson,M,2nd Ave,Chicago,74731.0,Nurse,2003-05-16
6235997271854226,John,Clark,M,Broadway,New York,59548.0,Nurse,1993-05-15
9918294656476753,John,Jones,F,Main St,Chicago,11489.0,Nurse,1958-04-12
1275385255505677,John,Brown,F,1st Ave,Los Angeles,18081.0,Engineer,1961-09-01
5916431582003778,Joe,Brown,F,1st Ave,Houston,33625.0,Lawyer,1973-07-01
9308380113332358,Mike,Smith,M,Main St,Houston,57602.0,Teacher,1956-05-21
3922789613393266,Alice,Wilson,F,Main St,Chicago,20233.0,Doctor,1981-12-25
2939646464933434,Bob,Johnson,M,Maple St,Houston,86865.0,Clerk,1972-10-12
3906399929658476,Nancy,Brown,M,Broadway,Chicago,15021.0,Doctor,1958-10-31
9410867745245204,Joe,Wilson,M,2nd Ave,Phoenix,34722.0,Clerk,1956-11-15
2248523288785451,Mike,Smith,F,2nd Ave,Los Angeles,91732.0,Teacher,1980-04-20
7538496710156173,John,Wilson,M,Elm St,Phoenix,74249.0,Engineer,1981-03-27
4205467799972076,Mike,Williams,M,Main St,Houston,76223.0,Teacher,1979-06-13
5506412232613461,Nancy,Jones,M,1st Ave,Los Angeles,49007.0,Nurse,1970-01-11
4351189092752038,Mike,Johnson,F,Elm St,New York,55945.0,Lawyer,1990-11-10
4258154892622698,Emily,Wilson,F,Main St,Chicago,88468.0,Teacher,1985-08-30
6332384928871231,Alice,Johnson,M,Main St,Los Angeles,91101.0,Artist,1984-02-06
4766633681367199,Emily,Smith,F,Elm St,Chicago,55289.0,Clerk,1956-11-26
5447267846699249,Joe,Clark,F,2nd Ave,Los Angeles,92602.0,Clerk,1991-02-07
2042924165191835,Jane,Clark,F,Main St,Houston,31906.0,Engineer,1996-12-23
3988627140751488,Emily,Johnson,M,Maple St,Phoenix,51290.0,Nurse,1984-10-11
7780269161855201,Nancy,Jones,F,Elm St,Houston,19382.0,Teacher,1964-11-15
1786940725229874,Joe,Clark,M,Broadway,New York,79477.0,Clerk,1975-05-06
7982386481132263,Emily,Brown,F,Broadway,Houston,67301.0,Teacher,1970-10-26
1084219031273168,John,Smith,F,1st Ave,Los Angeles,31306.0,Nurse,1970-12-23
5588630118808296,Mike,Jones,F,2nd Ave,New York,39420.0,Engineer,1982-07-28
6512171741586786,Joe,Clark,M,Elm St,Los Angeles,65389.0,Lawyer,1970-04-09
7407675673628399,Jane,Johnson,M,2nd Ave,Phoenix,91075.0,Lawyer,1968-05-24
1041696963209868,Nancy,Brown,F,2nd Ave,Chicago,65645.0,Nurse,1995-02-05
4166536849061989,Bob,Jones,M,Elm St,Phoenix,60414.0,Doctor,1982-03-27
2482562697647079,Bob,Clark,F,Main St,Phoenix,47077.0,Engineer,1975-03-09
6957255651378887,Bob,Brown,F,Broadway,Phoenix,93209.0,Doctor,2002-04-14
6038130251396085,Joe,Brown,F,1st Ave,Los Angeles,83834.0,Artist,1963-06-22
4997181551487857,Mike,Smith,F,Main St,Chicago,39522.0,Clerk,1960-09-24
1780574353693272,Nancy,Wilson,M,2nd Ave,Los Angeles,85022.0,Doctor,2000-01-20
7909581017959737,Mike,Wilson,M,2nd Ave,New York,50251.0,Doctor,1964-03-07
8498903128705351,Joe,Johnson,M,Elm St,Los Angeles,49970.0,Engineer,1968-05-02
8962832074933838,Alice,Williams,M,Broadway,Phoenix,69938.0,Clerk,1973-07-29
3536912764436693,John,Williams,F,Broadway,Houston,19216.0,Doctor,1994-10-26
6630411640575469,Jane,Williams,M,1st Ave,Houston,33086.0,Nurse,1981-02-08
7988462591684001,Emily,Wilson,M,Main St,Los Angeles,20174.0,Teacher,1960-11-03
3464302924622681,Bob,Clark,M,Maple St,Phoenix,88956.0,Clerk,1956-04-30
5777902325134209,Jane,Clark,M,1st Ave,Phoenix,93188.0,Clerk,1986-04-02
5014570396299998,Alice,Jones,F,2nd Ave,Houston,76833.0,Nurse,1969-01-13
1685777383481054,Bob,Williams,M,Maple St,Chicago,82729.0,Teacher,1971-03-30
7968656842738135,Jane,Wilson,M,2nd Ave,Chicago,22945.0,Lawyer,1985-01-17
4496701193575194,Nancy,Davis,F,Broadway,Phoenix,71758.0,Doctor,1994-07-10
6665510464234163,John,Davis,F,2nd Ave,New York,35128.0,Lawyer,1995-11-20
8186835335287556,John,Johnson,F,Main St,New York,94689.0,Clerk,2004-12-08
3048628034282915,Alice,Wilson,F,Main St,New York,84794.0,Lawyer,2003-09-11
2850539127035061,Jane,Clark,M,1st Ave,New York,28385.0,Clerk,2006-03-18
5891909264153785,Alice,Williams,F,Maple St,New York,86511.0,Engineer,1981-06-03
7997745745178324,Alice,Wilson,F,Main St,Houston,37941.0,Doctor,1983-11-04
5249817987844956,Alice,Brown,F,2nd Ave,Phoenix,15808.0,Lawyer,1996-07-20
9799421716507981,Mike,Wilson,M,Elm St,Los Angeles,99399.0,Teacher,1965-11-22
1613670733853299,John,Davis,M,Maple St,Houston,23276.0,Teacher,1994-12-05
5860901763745517,Mike,Brown,M,Broadway,Houston,70080.0,Artist,2002-04-15
2859494686682245,Emily,Brown,M,Broadway,Phoenix,16568.0,Engineer,1977-05-05
6245606566688576,Joe,Wilson,M,Broadway,Chicago,,,2000-08-29
8460366189532059,Mike,Williams,F,Elm St,Houston,21451.0,Lawyer,2005-08-10
6664407525334318,John,Johnson,M,2nd Ave,Houston,96370.0,Lawyer,1962-11-14
7425361170659357,Alice,Johnson,M,Main St,Los Angeles,10598.0,Artist,1955-01-06
8947612786518465,Jane,Williams,M,2nd Ave,New York,59463.0,Artist,1963-10-07
2565601822768906,Alice,Johnson,F,1st Ave,Houston,54747.0,Engineer,1984-04-25
3995292894244543,Nancy,Davis,F,2nd Ave,New York,68813.0,Doctor,1977-03-29
5687218197547402,Alice,Williams,F,2nd Ave,Phoenix,96627.0,Lawyer,1987-01-31
5299228950052670,Nancy,Johnson,F,Broadway,Houston,79493.0,Artist,1974-03-19
3274359312017718,Mike,Smith,M,2nd Ave,Los Angeles,76715.0,Lawyer,1959-08-18
5742181981814420,Jane,Smith,F,Elm St,Los Angeles,99124.0,Nurse,1968-02-13
8546744921751022,John,Johnson,F,Broadway,Phoenix,18979.0,Teacher,1961-12-14
9704836627325436,Bob,Brown,F,1st Ave,New York,74838.0,Artist,1965-04-21
9599468088498255,Nancy,Clark,M,Elm St,Chicago,59505.0,Doctor,2006-03-27
7947989148391837,John,Davis,M,Elm St,Phoenix,74773.0,Doctor,1990-05-16
9123151221034817,Jane,Smith,M,1st Ave,Chicago,85113.0,Doctor,1960-12-12
9694465451074527,Joe,Clark,F,Main St,Los Angeles,29887.0,Lawyer,1955-01-26
2791634361796911,John,Clark,M,2nd Ave,Los Angeles,70893.0,Nurse,1958-04-16
4851669973772144,Mike,Davis,M,2nd Ave,Houston,97412.0,Doctor,2002-12-23
9281496042711003,Joe,Wilson,F,Main St,Los Angeles,42279.0,Engineer,1980-03-24
3433292761565462,Jane,Jones,M,Maple St,New York,64924.0,Clerk,2000-06-07
4214916169125234,Joe,Davis,M,1st Ave,Los Angeles,15238.0,Engineer,1963-07-03
6256844513697893,Bob,Williams,F,Maple St,Houston,45272.0,Artist,1958-03-23
6959811370575606,Nancy,Clark,M,Maple St,Phoenix,70424.0,Teacher,1989-10-16
9046275119253740,Nancy,Jones,M,Main St,Houston,31950.0,Nurse,1976-12-06
7308701990157768,Bob,Clark,M,Broadway,Phoenix,36374.0,Doctor,1978-12-13
6472192372338136,Nancy,Johnson,M,Broadway,Houston,93663.0,Nurse,1970-04-25
8758139120459472,Jane,Johnson,F,Broadway,Los Angeles,24309.0,Engineer,1971-08-05
